userId,Reputation,Views,UpVotes,DownVotes,postId,Score,ViewCount,CommentCount
-1,1,0,5007,1920,2175,0,0,0
-1,1,0,5007,1920,8576,0,0,0
-1,1,0,5007,1920,8578,0,0,0
-1,1,0,5007,1920,8981,0,0,0
-1,1,0,5007,1920,8982,0,0,0
-1,1,0,5007,1920,9857,0,0,0
-1,1,0,5007,1920,9858,0,0,0
-1,1,0,5007,1920,9860,0,0,0
-1,1,0,5007,1920,10130,0,0,0
-1,1,0,5007,1920,10131,0,0,0
-1,1,0,5007,1920,15331,0,0,0
-1,1,0,5007,1920,15332,0,0,0
-1,1,0,5007,1920,16296,0,0,0
-1,1,0,5007,1920,16366,0,0,0
-1,1,0,5007,1920,19423,0,0,0
-1,1,0,5007,1920,19848,0,0,0
-1,1,0,5007,1920,20259,0,0,0
-1,1,0,5007,1920,20261,0,0,0
-1,1,0,5007,1920,20262,0,0,0
-1,1,0,5007,1920,20263,0,0,0
-1,1,0,5007,1920,20264,0,0,0
-1,1,0,5007,1920,20485,0,0,0
-1,1,0,5007,1920,20487,0,0,0
-1,1,0,5007,1920,20489,0,0,0
-1,1,0,5007,1920,20490,0,0,0
-1,1,0,5007,1920,21497,0,0,0
-1,1,0,5007,1920,21795,0,0,0
-1,1,0,5007,1920,21856,0,0,0
-1,1,0,5007,1920,21860,0,0,0
-1,1,0,5007,1920,21861,0,0,0
-1,1,0,5007,1920,21862,0,0,0
-1,1,0,5007,1920,21864,0,0,0
-1,1,0,5007,1920,21876,0,0,0
-1,1,0,5007,1920,21878,0,0,0
-1,1,0,5007,1920,21882,0,0,0
-1,1,0,5007,1920,23847,0,0,0
-1,1,0,5007,1920,27148,0,0,0
-1,1,0,5007,1920,28215,0,0,0
-1,1,0,5007,1920,28223,0,0,0
-1,1,0,5007,1920,28240,0,0,0
-1,1,0,5007,1920,28260,0,0,0
-1,1,0,5007,1920,28263,0,0,0
-1,1,0,5007,1920,28267,0,0,0
-1,1,0,5007,1920,28269,0,0,0
-1,1,0,5007,1920,28275,0,0,0
-1,1,0,5007,1920,28277,0,0,0
-1,1,0,5007,1920,28279,0,0,0
-1,1,0,5007,1920,28281,0,0,0
-1,1,0,5007,1920,28296,0,0,0
-1,1,0,5007,1920,28304,0,0,0
-1,1,0,5007,1920,28324,0,0,0
-1,1,0,5007,1920,28331,0,0,0
-1,1,0,5007,1920,28333,0,0,0
-1,1,0,5007,1920,28335,0,0,0
-1,1,0,5007,1920,28410,0,0,0
-1,1,0,5007,1920,28452,0,0,0
-1,1,0,5007,1920,28534,0,0,0
-1,1,0,5007,1920,28791,0,0,0
-1,1,0,5007,1920,28899,0,0,0
-1,1,0,5007,1920,28926,0,0,0
-1,1,0,5007,1920,29930,0,0,0
-1,1,0,5007,1920,30453,0,0,0
-1,1,0,5007,1920,31753,0,0,0
-1,1,0,5007,1920,31778,0,0,0
-1,1,0,5007,1920,31826,0,0,0
-1,1,0,5007,1920,31827,0,0,0
-1,1,0,5007,1920,31982,0,0,0
-1,1,0,5007,1920,31986,0,0,0
-1,1,0,5007,1920,32513,0,0,0
-1,1,0,5007,1920,32710,0,0,0
-1,1,0,5007,1920,32803,0,0,0
-1,1,0,5007,1920,33252,0,0,0
-1,1,0,5007,1920,33597,0,0,0
-1,1,0,5007,1920,33728,0,0,0
-1,1,0,5007,1920,34887,0,0,0
-1,1,0,5007,1920,35243,0,0,0
-1,1,0,5007,1920,35250,0,0,0
-1,1,0,5007,1920,35772,0,0,0
-1,1,0,5007,1920,36189,0,0,0
-1,1,0,5007,1920,37548,0,0,0
-1,1,0,5007,1920,38341,0,0,0
-1,1,0,5007,1920,38472,0,0,0
-1,1,0,5007,1920,38516,0,0,0
-1,1,0,5007,1920,38518,0,0,0
-1,1,0,5007,1920,38822,0,0,0
-1,1,0,5007,1920,38850,0,0,0
-1,1,0,5007,1920,38859,0,0,0
-1,1,0,5007,1920,40430,0,0,0
-1,1,0,5007,1920,40432,0,0,0
-1,1,0,5007,1920,40437,0,0,0
-1,1,0,5007,1920,40439,0,0,0
-1,1,0,5007,1920,40520,0,0,0
-1,1,0,5007,1920,40522,0,0,0
-1,1,0,5007,1920,40689,0,0,0
-1,1,0,5007,1920,40835,0,0,0
-1,1,0,5007,1920,40842,0,0,0
-1,1,0,5007,1920,40900,0,0,0
-1,1,0,5007,1920,40901,0,0,0
-1,1,0,5007,1920,40914,0,0,0
-1,1,0,5007,1920,40943,0,0,0
-1,1,0,5007,1920,41298,0,0,0
-1,1,0,5007,1920,41310,0,0,0
-1,1,0,5007,1920,41311,0,0,0
-1,1,0,5007,1920,41458,0,0,0
-1,1,0,5007,1920,43067,0,0,0
-1,1,0,5007,1920,43800,0,0,0
-1,1,0,5007,1920,44691,0,0,0
-1,1,0,5007,1920,44692,0,0,0
-1,1,0,5007,1920,44693,0,0,0
-1,1,0,5007,1920,44694,0,0,0
-1,1,0,5007,1920,44695,0,0,0
-1,1,0,5007,1920,44809,0,0,0
-1,1,0,5007,1920,45195,0,0,0
-1,1,0,5007,1920,45494,0,0,0
-1,1,0,5007,1920,45727,0,0,0
-1,1,0,5007,1920,45901,0,0,0
-1,1,0,5007,1920,45902,0,0,0
-1,1,0,5007,1920,46132,0,0,0
-1,1,0,5007,1920,46731,0,0,0
-1,1,0,5007,1920,46786,0,0,0
-1,1,0,5007,1920,47547,0,0,0
-1,1,0,5007,1920,47833,0,0,0
-1,1,0,5007,1920,47850,0,0,0
-1,1,0,5007,1920,49878,0,0,0
-1,1,0,5007,1920,50412,0,0,0
-1,1,0,5007,1920,50527,0,0,0
-1,1,0,5007,1920,50710,0,0,0
-1,1,0,5007,1920,50756,0,0,0
-1,1,0,5007,1920,50759,0,0,0
-1,1,0,5007,1920,51601,0,0,0
-1,1,0,5007,1920,51911,0,0,0
-1,1,0,5007,1920,52546,0,0,0
-1,1,0,5007,1920,52548,0,0,0
-1,1,0,5007,1920,54601,0,0,0
-1,1,0,5007,1920,55696,0,0,0
-1,1,0,5007,1920,56101,0,0,0
-1,1,0,5007,1920,61093,0,0,0
-1,1,0,5007,1920,62077,0,0,0
-1,1,0,5007,1920,64390,0,0,0
-1,1,0,5007,1920,65020,0,0,0
-1,1,0,5007,1920,65070,0,0,0
-1,1,0,5007,1920,65144,0,0,0
-1,1,0,5007,1920,65146,0,0,0
